date,weightclass,fighter,rank
2026-05-13,Women's Strawweight,Rizvan Kuniev,8
2026-05-13,Women's Strawweight,Derrick Lewis,9
2026-05-13,Women's Strawweight,Tyrell Fortune,10
2026-05-13,Women's Strawweight,Ante Delija,11
2026-05-13,Women's Strawweight,Marcin Tybura,12
2026-05-13,Women's Strawweight,Valter Walker,13
2026-05-13,Women's Strawweight,Brando Peričić,14
2026-05-13,Women's Strawweight,Tallison Teixeira,15
2026-05-13,Women's Flyweight,Valentina Shevchenko,0
2026-05-13,Women's Flyweight,Valentina Shevchenko,1
2026-05-13,Women's Flyweight,Kayla Harrison,2
2026-05-13,Women's Flyweight,Zhang Weili,3
2026-05-13,Women's Flyweight,Natalia Silva,4
2026-05-13,Women's Flyweight,Manon Fiorot,5
2026-05-13,Women's Flyweight,Mackenzie Dern,6
2026-05-13,Women's Flyweight,Alexa Grasso,7
2026-05-13,Women's Flyweight,Erin Blanchfield,8
2026-05-13,Women's Flyweight,Julianna Peña,9
2026-05-13,Women's Flyweight,Tatiana Suarez,10
2026-05-13,Women's Flyweight,Virna Jandiroba,11
2026-05-13,Women's Flyweight,Raquel Pennington,12
2026-05-13,Women's Flyweight,Yan Xiaonan,13
2026-05-13,Women's Flyweight,Rose Namajunas,14
2026-05-13,Women's Flyweight,Maycee Barber,15
2026-05-13,Women's Bantamweight,Mackenzie Dern,0
2026-05-13,Women's Bantamweight,Zhang Weili,1
2026-05-13,Women's Bantamweight,Tatiana Suarez,2
2026-05-13,Women's Bantamweight,Virna Jandiroba,3
2026-05-13,Women's Bantamweight,Yan Xiaonan,4
2026-05-13,Women's Bantamweight,Gillian Robertson,5
2026-05-13,Women's Bantamweight,Loopy Godinez,6
2026-05-13,Women's Bantamweight,Amanda Lemos,7
2026-05-13,Women's Bantamweight,Tabatha Ricci,8
2026-05-13,Women's Bantamweight,Jéssica Andrade,9
2026-05-13,Women's Bantamweight,Amanda Ribas,10
2026-05-13,Women's Bantamweight,Fatima Kline,11
2026-05-13,Women's Bantamweight,Denise Gomes,12
2026-05-13,Women's Bantamweight,Alexia Thainara,13
2026-05-13,Women's Bantamweight,Angela Hill,14
2026-05-13,Women's Bantamweight,Mizuki,15
2026-05-13,Women's Featherweight,Valentina Shevchenko,0
2026-05-13,Women's Featherweight,Natalia Silva,1
2026-05-13,Women's Featherweight,Manon Fiorot,2
2026-05-13,Women's Featherweight,Alexa Grasso,3
2026-05-13,Women's Featherweight,Erin Blanchfield,4
2026-05-13,Women's Featherweight,Rose Namajunas,5
2026-05-13,Women's Featherweight,Jasmine Jasudavicius,6
2026-05-13,Women's Featherweight,Maycee Barber,6
2026-05-13,Women's Featherweight,Tracy Cortez,8
2026-05-13,Women's Featherweight,Miranda Maverick,9
2026-05-13,Women's Featherweight,Karine Silva,10
2026-05-13,Women's Featherweight,Casey O'Neill,11
2026-05-13,Women's Featherweight,Wang Cong,12
2026-05-13,Women's Featherweight,Eduarda Moura,13
2026-05-13,Women's Featherweight,JJ Aldrich,14
2026-05-13,Women's Featherweight,Gabriella Fernandes,15
2026-05-13,Pound-for-Pound,Kayla Harrison,0
2026-05-13,Pound-for-Pound,Julianna Peña,1
2026-05-13,Pound-for-Pound,Raquel Pennington,2
2026-05-13,Pound-for-Pound,Joselyne Edwards,3
2026-05-13,Pound-for-Pound,Norma Dumont,4
2026-05-13,Pound-for-Pound,Ketlen Vieira,5
2026-05-13,Pound-for-Pound,Ailin Perez,6
2026-05-13,Pound-for-Pound,Yana Santos,7
2026-05-13,Pound-for-Pound,Irene Aldana,7
2026-05-13,Pound-for-Pound,Macy Chiasson,9
2026-05-13,Pound-for-Pound,Karol Rosa,10
2026-05-13,Pound-for-Pound,Jacqueline Cavalcanti,11
2026-05-13,Pound-for-Pound,Michelle Montague,12
2026-05-13,Pound-for-Pound,Nora Cornolle,13
2026-05-13,Pound-for-Pound,Luana Santos,14
2026-05-13,Pound-for-Pound,Bia Mesquita,15
2026-05-20,Flyweight,Islam Makhachev,0
2026-05-20,Flyweight,Islam Makhachev,1
2026-05-20,Flyweight,Ilia Topuria,2
2026-05-20,Flyweight,Alexander Volkanovski,3
2026-05-20,Flyweight,Alex Pereira,4
2026-05-20,Flyweight,Petr Yan,5
2026-05-20,Flyweight,Tom Aspinall,6
2026-05-20,Flyweight,Merab Dvalishvili,7
2026-05-20,Flyweight,Sean Strickland,8
2026-05-20,Flyweight,Joshua Van,9
2026-05-20,Flyweight,Khamzat Chimaev,10
2026-05-20,Flyweight,Alexandre Pantoja,11
2026-05-20,Flyweight,Charles Oliveira,12
2026-05-20,Flyweight,Dricus Du Plessis,13
2026-05-20,Flyweight,Carlos Ulberg,14
2026-05-20,Flyweight,Arman Tsarukyan,15
2026-05-20,Bantamweight,Joshua Van,0
2026-05-20,Bantamweight,Alexandre Pantoja,1
2026-05-20,Bantamweight,Manel Kape,2
2026-05-20,Bantamweight,Tatsuro Taira,3
2026-05-20,Bantamweight,Brandon Royval,4
2026-05-20,Bantamweight,Kyoji Horiguchi,5
2026-05-20,Bantamweight,Lone’er Kavanagh,6
2026-05-20,Bantamweight,Amir Albazi,7
2026-05-20,Bantamweight,Asu Almabayev,8
2026-05-20,Bantamweight,Brandon Moreno,9
2026-05-20,Bantamweight,Steve Erceg,10
2026-05-20,Bantamweight,Alex Perez,11
2026-05-20,Bantamweight,Tim Elliott,12
2026-05-20,Bantamweight,Tagir Ulanbekov,13
2026-05-20,Bantamweight,Charles Johnson,14
2026-05-20,Bantamweight,Bruno Silva,15
2026-05-20,Featherweight,Petr Yan,0
2026-05-20,Featherweight,Merab Dvalishvili,1
2026-05-20,Featherweight,Umar Nurmagomedov,2
2026-05-20,Featherweight,Sean O'Malley,2
2026-05-20,Featherweight,Cory Sandhagen,4
2026-05-20,Featherweight,Song Yadong,5
2026-05-20,Featherweight,Aiemann Zahabi,6
2026-05-20,Featherweight,Deiveson Figueiredo,7
2026-05-20,Featherweight,Mario Bautista,8
2026-05-20,Featherweight,David Martinez,9
2026-05-20,Featherweight,Marlon Vera,10
2026-05-20,Featherweight,Payton Talbott,11
2026-05-20,Featherweight,Vinicius Oliveira,12
2026-05-20,Featherweight,Raul Rosas Jr.,13
2026-05-20,Featherweight,Raoni Barcelos,14
2026-05-20,Featherweight,Farid Basharat,15
2026-05-20,Lightweight,Alexander Volkanovski,0
2026-05-20,Lightweight,Movsar Evloev,1
2026-05-20,Lightweight,Diego Lopes,2
2026-05-20,Lightweight,Lerone Murphy,3
2026-05-20,Lightweight,Aljamain Sterling,4
2026-05-20,Lightweight,Yair Rodriguez,5
2026-05-20,Lightweight,Jean Silva,6
2026-05-20,Lightweight,Arnold Allen,7
2026-05-20,Lightweight,Youssef Zalal,8
2026-05-20,Lightweight,Steve Garcia,9
2026-05-20,Lightweight,Kevin Vallejos,10
2026-05-20,Lightweight,Brian Ortega,11
2026-05-20,Lightweight,Melquizael Costa,12
2026-05-20,Lightweight,Aaron Pico,13
2026-05-20,Lightweight,David Onama,14
2026-05-20,Lightweight,Josh Emmett,15
2026-05-20,Welterweight,Ilia Topuria,0
2026-05-20,Welterweight,Justin Gaethje,1
2026-05-20,Welterweight,Arman Tsarukyan,2
2026-05-20,Welterweight,Charles Oliveira,3
2026-05-20,Welterweight,Max Holloway,4
2026-05-20,Welterweight,Benoît Saint Denis,5
2026-05-20,Welterweight,Paddy Pimblett,6
2026-05-20,Welterweight,Mateusz Gamrot,7
2026-05-20,Welterweight,Dan Hooker,8
2026-05-20,Welterweight,Renato Moicano,9
2026-05-20,Welterweight,Mauricio Ruffy,9
2026-05-20,Welterweight,Rafael Fiziev,11
2026-05-20,Welterweight,Quillan Salkilld,12
2026-05-20,Welterweight,Michael Chandler,13
2026-05-20,Welterweight,Farès Ziam,14
2026-05-20,Welterweight,Beneil Dariush,15
2026-05-20,Middleweight,Islam Makhachev,0
2026-05-20,Middleweight,Ian Machado Garry,1
2026-05-20,Middleweight,Carlos Prates,2
2026-05-20,Middleweight,Michael Morales,3
2026-05-20,Middleweight,Jack Della Maddalena,4
2026-05-20,Middleweight,Belal Muhammad,5
2026-05-20,Middleweight,Sean Brady,6
2026-05-20,Middleweight,Leon Edwards,7
2026-05-20,Middleweight,Kamaru Usman,8
2026-05-20,Middleweight,Joaquin Buckley,9
2026-05-20,Middleweight,Yaroslav Amosov,10
2026-05-20,Middleweight,Gabriel Bonfim,11
2026-05-20,Middleweight,Mike Malott,12
2026-05-20,Middleweight,Uroš Medić,13
2026-05-20,Middleweight,Michael Venom Page,13
2026-05-20,Middleweight,Daniel Rodriguez,15
2026-05-20,Light Heavyweight,Sean Strickland,0
2026-05-20,Light Heavyweight,Khamzat Chimaev,1
2026-05-20,Light Heavyweight,Dricus Du Plessis,2
2026-05-20,Light Heavyweight,Nassourdine Imavov,3
2026-05-20,Light Heavyweight,Brendan Allen,4
2026-05-20,Light Heavyweight,Caio Borralho,4
2026-05-20,Light Heavyweight,Joe Pyfer,6
2026-05-20,Light Heavyweight,Anthony Hernandez,6
2026-05-20,Light Heavyweight,Reinier de Ridder,8
2026-05-20,Light Heavyweight,Israel Adesanya,9
2026-05-20,Light Heavyweight,Robert Whittaker,10
2026-05-20,Light Heavyweight,Jared Cannonier,11
2026-05-20,Light Heavyweight,Gregory Rodrigues,12
2026-05-20,Light Heavyweight,Christian Leroy Duncan,13
2026-05-20,Light Heavyweight,Paulo Costa,14
2026-05-20,Light Heavyweight,Roman Dolidze,15
2026-05-20,Heavyweight,Carlos Ulberg,0
2026-05-20,Heavyweight,Magomed Ankalaev,1
2026-05-20,Heavyweight,Alex Pereira,2
2026-05-20,Heavyweight,Jiří Procházka,3
2026-05-20,Heavyweight,Jan Błachowicz,4
2026-05-20,Heavyweight,Khalil Rountree Jr.,5
2026-05-20,Heavyweight,Jamahal Hill,6
2026-05-20,Heavyweight,Paulo Costa,7
2026-05-20,Heavyweight,Azamat Murzakanov,8
2026-05-20,Heavyweight,Volkan Oezdemir,9
2026-05-20,Heavyweight,Bogdan Guskov,10
2026-05-20,Heavyweight,Dominick Reyes,11
2026-05-20,Heavyweight,Aleksandar Rakić,12
2026-05-20,Heavyweight,Nikita Krylov,13
2026-05-20,Heavyweight,Johnny Walker,14
2026-05-20,Heavyweight,Alonzo Menifield,15
2026-05-20,Women's Strawweight,Tom Aspinall,0
2026-05-20,Women's Strawweight,Ciryl Gane,1
2026-05-20,Women's Strawweight,Alexander Volkov,2
2026-05-20,Women's Strawweight,Sergei Pavlovich,3
2026-05-20,Women's Strawweight,Waldo Cortes Acosta,4
2026-05-20,Women's Strawweight,Josh Hokit,5
